0.0	-17.747412713714795	-25.94631477673236	-29.694149164245815	20.65626100076459	-21.23888130729283	-37.390881140543286	-16.61402422385777	6.208096721070903	-0.007498094349368155	-0.018317428268860382	0.01785437280268635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5575438	0.0
1.0	-5.320241842311679	-26.91334498483423	-28.71045959675984	7.814788833495207	-10.24426345979193	-13.67799167473126	-12.55415857859174	12.160760129021394	-0.00737180633768587	0.018272438226629804	-0.011912980120291418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5615437	0.0
2.0	-13.184347123975858	-21.91645883057195	-43.455897859386354	-15.351701796397798	-19.77314118867808	-12.373081504441748	-26.89291368029333	14.417860106520294	0.0030983742553098255	0.02111198044561184	-0.01660869025103355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5655437	0.0
3.0	-17.71232581828885	-38.626182494820085	-48.22509590084928	-23.780764246699878	-19.49502566289898	-7.408116161048695	-28.736636475362502	23.44614496625576	0.004251545075885282	-0.011575004080427768	0.023283625216834733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5695438	0.0
4.0	-13.33704225694009	-19.27961349670889	-42.83970343953209	-24.26469947073964	5.446930274979634	-0.4701423062138206	-49.56648858316653	6.534868082561022	0.003909083924245438	-0.010301895186520676	-0.005599863262353696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5735438	0.0
5.0	-1.960148834799277	-8.024651538212096	-37.728328213427254	-17.972251802679434	11.04993410293465	-9.854331917705707	-58.44351635470414	8.137517304054159	-0.008380764809799804	-0.00013370324674941803	-0.002974769955318028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5775437	0.0
6.0	-3.696821688041861	-5.122529120742847	-11.249176407277002	8.964931938353322	24.109447404686094	7.131379042137787	-23.92763417792024	-2.0630561238506355	-0.003261893752071777	-0.012369910428136247	0.0028589951191463465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5815437	0.0
7.0	-6.239798137834615	4.555512366881358	1.3107639906396997	4.46006016053575	34.77445949116603	-4.960028684458346	-25.729739681682204	-12.846432650782639	-0.002997711032225442	-0.009123534681515909	-0.002934335732171781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5855439	0.0
8.0	1.6130733404311188	-3.1765979066805823	-10.343604776201099	9.187840974503217	5.263691015321662	18.103268948837886	-28.201349127453184	-20.11755077641031	-0.016302126753971437	-0.020185187531197083	-0.00995203699405004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5895438	0.0
9.0	0.1673039653191477	-2.3390038291456805	-25.458431620815094	13.484558755741826	9.702156554357739	14.309319973038292	-42.553973800146956	-15.045370534278437	-0.0019078104617804843	0.014105709985281694	0.016818837783979922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5935438	0.0
10.0	9.63820027606132	13.356619417413839	-15.02525818958143	2.9079622772150233	3.3906995018452335	10.165574548974597	-35.25140794326534	-14.387589201272348	-0.002779776837284102	-0.0014796020538824536	-0.012636131198213125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.5975437	0.0
11.0	3.38992126942372	-2.7293113398946387	-4.814679729539321	19.58291821118746	12.078007818462076	-6.31415226160003	-1.2990836935239631	3.2378379418089844	-0.010243726375146879	-0.0057358983303074295	-0.0019552848326669908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.6015437	0.0
12.0	-8.396790118710497	13.510079829220803	-3.1373912328505007	45.14885289023536	29.012478224615812	-6.256681557515147	-4.226114148686541	-17.238316109623305	-0.005743873218166399	-0.01493583809283577	-0.00768976624957985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.6055439	0.0
13.0	-10.968314813617352	10.413453916043363	1.1042251714919082	37.715077023036635	3.7046848560288175	-5.527988342655563	-11.23844989922591	-21.005179939636626	0.00032777974720336536	-0.011096513127373694	-0.005381283957394554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.6095438	0.0
14.0	8.515570633213176	1.184494229486425	-21.125058481773532	30.020411906782094	8.777283767409848	-19.855393656762466	-34.86136353114582	-13.816033942202077	0.004534748416513375	-0.012139957508742477	-0.0165426369618255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.6135437	0.0
15.0	12.594711010119005	-10.00848792211337	-9.520014056868641	29.296044431292678	27.28681288714358	-15.543039071123493	-25.606767636148167	-8.504815232980963	-0.019811486203172784	-0.008790143221545341	-0.01366029666643055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.6175437	0.0
16.0	0.9938353230369641	-7.272313929486148	-7.629439105734787	24.359265042021995	16.79304188446646	-31.542184175947092	-11.452206054833912	3.4728802012222575	0.005229245020499251	0.013385399954467275	0.0037081662989595556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788870487.6215436	0.0
