Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,P7,P8,marqueur
3.1498290874055015,-2.7095579114184707,-1.4923244014056225,9.691624120390038,6.062951675396694,-14.087615275424543,8.590432307493886,11.357484121072265,-21.73564871045188,-0.36865303034914865,2.1422708128409993,3.937667413489116,3.018341366842236,5.288791266324395,-0.16566699538891028,-7.801041149246805,0.0
-3.9407639341006857,2.080967652382089,4.7687759594156915,6.975757641119731,6.42449175912925,6.321382397980141,4.1217247941644075,-1.6281671692734534,-13.953997551621047,-0.037136016009788,7.183373310823335,7.732842088988537,11.185640014841484,0.9412577537997366,-4.197788456561879,19.80201549947336,0.0
5.041534698930857,1.9346373042466274,0.09660354164572693,2.1864786990868543,-0.05643111222459041,6.145485731127334,-11.732975317004565,-9.617510210364724,-6.911511091810482,-1.2485213547859715,-0.847047105122869,3.0075446262066183,4.144337859640452,-10.367312794021386,-8.762843178989817,-2.817406453802902,0.0
14.281968050064865,0.2646651414878072,-1.2571125112431933,-7.481321712839225,6.60781472747861,-4.121076515704301,-19.26119190449694,13.198530970253056,-3.2672876413568583,4.7457145658470035,2.5611967183092377,6.650957828357248,8.608169569716548,6.089909829881481,15.800501077227521,-2.089374084786171,0.0
-15.625713433595084,-9.016426190590222,-17.796552265205392,-2.518914797551912,-15.824944418963556,8.372752152210714,15.697767116447148,-9.755226578163413,-13.445890314279328,-12.452745844384372,3.157533377292886,6.997421822675607,-3.0122023850872925,-0.5023733334742027,6.581649315990322,0.6141628818616929,0.0
-9.280570588064865,-4.58759400072061,-8.459111913637432,-0.6048898902709399,-9.245760620881049,10.431611121771107,-2.25086385947323,-15.512558874608558,15.93915151602018,-7.6807324425963515,12.812373924003463,-2.756414279473121,3.897806415442667,-8.157749305897882,15.259593570642053,7.77829108665218,0.0
3.032640755497753,-10.384692053780315,-6.490701599919907,11.861322496451882,-8.766067845016414,-0.44781992857671904,-24.154101309603323,-8.776492357347669,10.65842360959629,-0.105096899416389,4.85999722795289,-11.267958193930001,3.3844790541965137,14.433565737398418,-1.2461472453442237,7.935727706649546,0.0
-8.069065098852226,-2.1194601402879263,-12.936673915354065,-9.53766162083034,2.918962969049273,-18.314965680015632,-3.7307802260682137,1.0972707772419885,-1.603558037428734,-4.520155811479699,-0.8204803120932818,2.874947882867374,-2.0218319489989574,-21.138649139307077,-9.519956983649097,9.363089073919918,0.0
0.970434354081334,-10.542594954507798,9.250295288101189,3.251537725992997,16.182836620215323,-4.873587538102344,8.163796079055832,9.275895694073943,8.669444334066942,6.925655243130654,22.78849200206081,1.1327322793928638,10.591772874291086,15.520495165242439,-8.136826432049466,-0.8788434782788355,0.0
-12.171567882558396,-4.505528750955179,-13.168510827422727,-3.5437008122667764,-19.066618631093387,-8.651965543491936,-7.752353911498689,-7.57384558223529,-1.8845467809364358,-6.268913534757829,0.6838096006408385,-7.7194356998256675,-5.237121077967085,-1.0365649895938531,3.108443534777935,-6.582077187545961,0.0
4.48360438355966,8.579266755893704,2.7793783722157923,6.677546765245253,14.488956680055958,9.744274161856762,-3.949869880336042,-2.902880022310828,-8.494085582728854,4.831140443497073,-8.970999991817175,7.77878591658356,-17.538117500324095,9.51583491673098,-9.626278623873368,-7.608204309824028,0.0
7.09761977274644,7.765811616030445,5.377238188018579,-0.24869104852247315,5.861425348632517,-1.5941940552847775,4.882151158650803,10.627606303320647,10.701959901464384,12.8075608630716,7.158391207781703,8.181508258964932,5.7928403522274206,14.043951066258437,0.7296316445853492,-6.146776661591656,0.0
-3.3110072741411156,3.6549657241646663,6.591980704132823,2.7206369669283297,7.263351631203104,-14.525694816422417,8.813644250210592,9.641420128223833,1.6541018116300852,-0.48277476151685894,-3.4906403097301237,-11.09437493563093,-2.9655062936920173,-8.518387282231764,-1.2184826457971916,-6.224984109154336,0.0
14.236624021628456,5.089825741889823,5.733529883985462,-8.475577210546541,10.237384204475106,3.3119808921771092,7.166948463787333,5.476110792620342,-14.489582231894383,5.292170957993126,-4.348585733576238,11.457466256780425,3.8589706639374666,-1.677631770304039,-7.188737999026014,-7.6906709680017045,0.0
3.9029765595303942,7.4353597225681405,6.513293803853207,-12.783855905676187,10.379910366431163,-12.98276372084729,10.849565626518123,3.059283928668523,-3.5253282040019234,-3.132524630578738,-13.379994891745705,13.71388664955215,-11.413201925448421,-2.8127595566175247,6.4392914521392175,-2.4972657582725897,0.0
-3.8826629508800936,6.342678168996533,0.07143336396140809,-15.280371891022297,1.413484375138296,5.318579081712205,9.106701014852378,6.476641306429973,-0.06288935471647383,-5.3166037562790365,0.9673527122657847,2.1769056316590745,-4.930442112319796,-11.851431058231265,11.078542512585198,3.715735925930146,0.0
8.030357096090697,3.642878926448472,5.830771733639411,11.393554752434303,-10.227873135029748,-3.0914313139182528,-0.8742342006426385,17.70337363914841,-2.0699756024454996,-6.917275567430515,2.417606508402023,-1.4909651524433136,-0.6762190112310198,-2.199918544851998,7.244892234776026,-7.317950758317808,0.0
-9.68371404104238,0.6796712138244221,-17.269079100914,3.4263595590662286,-7.3144502864078085,-7.499262897796276,-18.870429441678574,-15.819660501925672,12.493899363587836,-8.904459305561373,-11.85763582543831,-19.88803028831623,-5.477355309986909,-7.6804248274661235,-2.8005810995766782,-7.302249896767313,0.0
11.242553140156065,6.938509922255896,-19.832573347509186,11.451312277146993,4.930444745718206,9.626189219876986,-0.9991055713577071,-4.527992744282922,20.72020052979421,4.416632886046582,5.880159665370264,17.222394585334325,2.439255923591251,-4.73994697293796,3.8425680066167933,2.311708183323177,0.0
-3.822279593479613,-7.958811191602082,-2.3245610502067247,-8.783236257609023,-6.670144169447084,13.624486725690751,-0.8775209788519875,-8.860270463374402,-3.1280483803985892,-11.996549395803221,-0.5844463823650285,-9.000141751186895,-10.321778799609891,-3.9044718529156293,7.672229283628425,-1.1065624071343922,0.0
-3.767954161408678,-11.548487397970783,0.7330749249153851,-6.7565957238429055,3.7193113190423106,18.223508832512994,-1.329961820235677,5.295852944273412,1.1428149706020485,-2.047135550455386,1.936598361048598,-12.67720674757696,17.256576673926137,8.934773019055232,-1.9350228705606605,1.347959971146631,0.0
-6.03639286811039,6.408648286980307,4.388172992574674,-1.544290274526492,1.7133957273414941,-6.817750987602704,6.99410912591282,0.4720856065789778,2.5128613942993554,0.8211650036488527,7.57487149292807,3.274253065624877,12.960763746232896,10.699108573443446,-0.7710951712289096,11.265523400719635,0.0
3.112305700154779,2.579167127041375,-8.384140565457356,4.863595636752988,-7.222342092752928,-10.707950215285194,4.154359839205039,0.25693820961119274,-6.565920363492786,11.864810526478886,-18.072641897109072,5.738776721122337,-4.096399435915018,-3.0479929640010903,-12.12477121224878,4.298296502072347,0.0
0.4889554407197747,15.364345660559465,16.82220133145733,15.23126785585887,-2.412489934960369,5.043854867495204,10.325917928194261,7.382364253629982,-2.71448991975141,12.120246730549637,-6.687486905763832,16.243820826103025,0.5439217322594905,5.212230782294456,-20.583321387757458,-3.870744932667702,0.0
-6.557708752744606,-6.885376751797233,-3.7214887562096397,3.15927929052985,-2.5007203256353137,4.074407151663628,-1.618109591551462,0.6623025257423167,1.0598598785273023,6.295548426710033,-8.868300583638588,-4.732754957985059,9.528449317855792,-5.365461301660994,5.750937161135154,0.8011266876434964,0.0
-2.10497595453577,-4.90648087297351,6.31304917030662,3.299462348502304,4.396914415747815,-19.554025101946035,7.029321038097616,3.512823350843515,13.715732740448235,10.074193530683296,7.609470852294771,1.9105977500991354,11.191873583872624,-16.017765181154644,0.8001212748286793,8.033665637214952,0.0
8.637582400250071,7.183830228809757,9.962784806248818,15.015735265748155,-11.471126271356983,2.046372442650055,22.32979918340127,12.241623968352085,11.932840842193709,-0.25228532271604553,18.657219412102688,4.0882597025399114,-3.9871717182926725,-8.57869490240031,-2.540677387042411,9.210809643825897,0.0
1.961477647391821,-4.696912694067562,12.002607672199769,-3.0294096328358604,-9.55781884131785,-7.218697159006918,-14.922168799470954,-11.328511460847356,-0.45555004854518266,7.584338284599246,-5.385718354221913,4.348143771615874,-0.7588665643918726,0.8937833239472792,15.955063189078018,-4.135957370375298,0.0
10.059311211703058,-13.00206269703597,2.0184073666690923,3.6402580451118345,-13.168622300030204,-9.738541753974681,7.0117490891341046,1.3866271919428614,-17.829756825051934,3.971818386580021,3.9651150574063005,7.4088066270844495,4.628652635508658,10.966220215384146,10.250330413516323,2.7322501043821195,0.0
3.429136099698677,-2.0417632582070433,-8.318403650598814,-1.01089181152996,-9.52616592496882,-10.289869712111159,10.29312702734987,-14.469388427075316,-18.468912325752896,-5.020969475622152,-20.634432862153425,-2.5206860168896674,-1.5675296145928512,-10.477926605231982,-1.7394921911938654,-12.72622210502939,0.0
18.270046273797362,-17.816324496801283,-14.035528650276522,-6.635333390838704,6.654734420970637,-1.5568145099537805,-12.231777633068864,-1.1569014465818355,8.78484733526721,-12.664981074354634,9.653824911236192,4.365154401047429,1.5424992958764772,9.15998623150863,9.175172217813165,-1.17105634193136,0.0
-1.2414026009174393,-7.771902992760227,11.918298354337189,0.6719290186631901,-10.023625902990743,5.2952665505749605,7.402940048628469,-2.02119894934005,16.98341022193603,-3.7144698972201198,8.92270239277876,-11.387127894415942,3.750830332832658,-5.630963029244329,4.839504850268186,-6.714860692057419,0.0
-9.637066192675873,5.517738024241092,-3.3806386977251055,-14.427091347846442,-0.31291912529216415,5.610489489040138,2.926088878745544,2.7975463897989927,3.293736235899515,-19.984272500422232,1.25572484102325,-2.4642200906132246,-1.3303503857185217,-5.303352999979492,-2.843491715734317,8.240580186775315,0.0
-5.405338211867364,18.35024993870843,5.114315413594795,9.332724204740657,25.740636810044997,6.531245536112014,-9.167666412453674,3.1523455836639345,4.358423873671281,1.0741531800543207,-4.241573110172998,4.8661924746839045,4.831433629735158,5.853714481067553,-3.8127324854467934,3.9328820628022294,0.0
-0.41938108136582875,-10.677808063806774,21.47394532828174,-1.0002604286806895,9.91406978226278,3.6904106491195843,3.667186071958795,-5.024549985728829,11.054989382287333,-6.214008802599858,14.06496302450161,-1.9699689827187234,7.132480742012808,-1.916802454190662,0.2315188101954413,-2.0429192295103413,0.0
6.480198926424212,-0.13094721405374793,2.9719021062009623,8.852644663382083,3.0385468282124117,-2.375297925838639,-0.45356078639619274,0.17718920269913535,7.565186549864453,-1.1320639329071405,11.251695289806463,0.08259527346190249,-9.294591370927789,-3.9459230021728673,5.033009453907472,-5.426302525601542,0.0
-0.036295371924149666,5.682405537198366,-6.307709350525002,-12.213000813386921,12.035130006752144,-6.287341030650987,4.5573195628918475,19.03087340183699,11.55575985620476,-5.8828660142763685,2.5294504223034786,6.288531595613175,7.131819505739758,3.534508410002789,-3.849646136691055,-10.78379506905174,0.0
-10.560504670331088,13.182216560926083,-2.6588885155843567,11.311916952759722,-11.79586934156085,-7.941070639464586,-3.4067473976444087,-13.446589120827815,-20.009091695333847,4.771178995354237,1.2297825288179491,-5.425897250006779,-14.74325198795035,1.1129488916191508,-18.883410941316857,-0.8641590592807704,0.0
-1.3771553596457315,1.6672395410450815,-0.9996744129083175,-7.416459447793875,-6.4016702594884975,7.693331232315261,16.868780236680173,1.0063783034697757,4.075807328935445,10.855059654231333,1.3036301336600924,27.91075799893773,4.5544182151124115,-10.263950991923442,12.919495500631873,4.835383839291617,0.0
5.367644124111642,-5.737681909582209,-2.9827010903894315,-9.458165042790295,-0.913665189733037,5.640515000691643,-1.753204971417166,-1.0865590428255263,8.859780956138923,12.270054768395624,2.02023910764031,9.591145503722384,6.328604902021236,-4.3200480437941575,5.251450089947539,2.6462704259038814,0.0
8.93771012181334,11.334889062541079,-1.7715223533226745,-1.9801895089308135,2.9244294160256095,0.020861204510620103,-3.649560642594618,-5.602234798594481,1.462040284393934,12.914238106935318,-11.399444621219445,8.331241569468443,6.280333010667881,4.9370279218716036,9.734813293442489,-15.364053245980838,0.0
9.42558496987223,-2.924562329279029,-2.3405636075754233,15.567440487126518,9.434996809467474,-2.703040938808483,-2.614960113272275,4.404801166487744,8.089832081383271,1.836203840416316,-15.291259772679366,-3.678913859249131,2.5159028287358773,-2.848374936526433,5.400072302536527,13.013179142038489,0.0
